servicio,paradero,promedio_bus_hora,geo_parader,geo_parader_lat,geo_parader_lon,calificacion
104I,PD74,14.583333333333334,0101000020E6100000D159C148E0A551C02AF16BF0B3C040C0,-33.5054913069783,-70.5918142212097,1
104I,PD75,17.291666666666668,0101000020E6100000A31ABD50C0A551C024DBEA290FC140C0,-33.5082752606161,-70.5898629996032,1
104I,PD76,7.666666666666667,0101000020E6100000F8CF48055EA651C040C9099E55B940C0,-33.4479253337654,-70.5994885645922,1
104I,PD77,0.7916666666666666,0101000020E61000008AAE6A166EA651C0636DC3BDAAB940C0,-33.4505231098399,-70.6004692117514,0
104I,PD78,1.3333333333333333,0101000020E61000009C92030B68A651C0FEA91E2220BA40C0,-33.4541056298949,-70.6001002821817,0
104I,PD79,1.25,0101000020E61000005A90E7E661A651C07C8998CB61BA40C0,-33.4561094755945,-70.5997254620901,0
104I,PD80,1.25,0101000020E6100000F510073766A651C07496136DB0BA40C0,-33.4585090966838,-70.5999887055403,0
104I,PD81,0.9166666666666666,0101000020E610000034BC621A69A651C03DCD110915BB40C0,-33.4615794503138,-70.6001649822436,0
104I,PD82,1.375,0101000020E6100000D0BC21396BA651C02A60B6C96DBB40C0,-33.4642879620081,-70.6002943829983,0
104I,PD83,1.0833333333333333,0101000020E610000027FD895B6DA651C04275C47FB9BB40C0,-33.4665984830158,-70.6004246566341,0
104I,PD84,1.4166666666666667,0101000020E61000009A910B7558A651C0C895BDDD0BBC40C0,-33.4691121268948,-70.599148999498,0
104I,PE10,16.0,0101000020E6100000F9C3CEF412A551C08AAF845ACEC240C0,-33.5219224117164,-70.5792819995112,1
104I,PE11,13.166666666666666,0101000020E61000009B1A53ADF9A451C019CD425F43C340C0,-33.5254935337236,-70.577739077717,1
104I,PE12,15.541666666666666,0101000020E61000004A3283A3E4A451C07BC52BBDA5C340C0,-33.528495451329,-70.5764550000396,1
104I,PE13,13.708333333333334,0101000020E61000005A22AA9ECCA451C0826BCC9F18C440C0,-33.5320014713425,-70.5749890004603,1
104I,PE14,15.083333333333334,0101000020E61000005857FE40B9A451C08C9C5F8B87C440C0,-33.5353864876607,-70.573806999569,1
104I,PE15,14.541666666666666,0101000020E6100000737F44DC9CA451C028E365A60AC540C0,-33.5393875119683,-70.572074000256,1
104I,PE16,14.583333333333334,0101000020E6100000C9A0642680A451C06F4F7A1E8EC540C0,-33.5433996293276,-70.5703216536232,1
104I,PE17,14.458333333333334,0101000020E61000002668D32B65A451C09D4B01E608C640C0,-33.5471465593648,-70.5686749996681,1
104I,PE18,13.875,0101000020E61000002DB2A8E341A451C0FC22DD3366C640C0,-33.5499939756173,-70.5665215632841,1
104I,PE19,12.208333333333334,0101000020E6100000E2295DA626A451C0EDBAD8CEA8C640C0,-33.5520266111615,-70.564859000187,1
104I,PE20,10.333333333333334,0101000020E61000003A537E6DFDA351C0A0C9AC9B05C740C0,-33.554858645791,-70.5623429998058,1
104I,PE21,10.791666666666666,0101000020E6100000EC531553E9A351C01523BBC236C740C0,-33.5563586629634,-70.5611160000114,1
104I,PE22,14.333333333333334,0101000020E6100000A14C5D14C9A351C0618C26D58AC740C0,-33.5589243353104,-70.5591479216696,1
104I,PE7,14.375,0101000020E61000005B747F6378A551C0DDABEFB7D2C140C0,-33.5142431183119,-70.5854729408906,1
104I,PE8,13.958333333333334,0101000020E61000000894A5DA5EA551C0E8D5E70C17C240C0,-33.5163284427652,-70.5839144341445,1
104I,PE9,15.5,0101000020E6100000EA77EEAD48A551C09A46603A50C240C0,-33.5180733652207,-70.5825609997552,1
104I,PF1,23.75,0101000020E610000068BE2FF99FA351C0C3ECC738E1C740C0,-33.5615607238956,-70.5566390005348,1
104I,PF2,12.125,0101000020E61000005D7A66118AA351C0C44424FF2FC840C0,-33.5639647414296,-70.5553020001184,1
104I,PF3,14.833333333333334,0101000020E61000007800FD3383A351C03F86F5CCD9C840C0,-33.5691467474794,-70.5548830004426,1
104I,PF4,13.625,0101000020E61000009AB56F7B82A351C0D0855EB579C940C0,-33.5740267478501,-70.5548389998352,1
